,DataSize,L0Distance,L1Distance,L2Distance,LinfDistance,Status
1695,500.0,[3072.],[39.69292],[0.9455783],[0.09800795],Member
1696,500.0,[3072.],[76.03229],[1.8249092],[0.15248108],Member
1697,500.0,[3072.],[82.74817],[2.020907],[0.24728397],Member
1698,500.0,[3051.],[50.86991],[1.2533745],[0.1201846],Member
1699,500.0,[3072.],[49.26872],[1.1803755],[0.11833459],Member
1700,500.0,[3072.],[24.325596],[0.58249587],[0.04818662],Member
1701,500.0,[3059.],[54.849426],[1.3524282],[0.15581623],Member
1702,500.0,[3072.],[27.386696],[0.65432775],[0.06397551],Member
1703,500.0,[3072.],[46.88594],[1.1293066],[0.11580796],Member
1704,500.0,[3071.],[36.701416],[0.8898413],[0.0956414],Member
1705,500.0,[3072.],[31.835423],[0.75525886],[0.06867027],Member
1706,500.0,[3067.],[41.376812],[1.0124949],[0.14053035],Member
1707,500.0,[3072.],[72.776505],[1.788253],[0.20259826],Member
1708,500.0,[3070.],[32.11198],[0.7895438],[0.08265105],Member
1709,500.0,[3072.],[36.40706],[0.8570581],[0.08578267],Member
1710,500.0,[3072.],[37.16532],[0.894727],[0.08874363],Member
1711,500.0,[3072.],[38.347866],[0.90907675],[0.08726422],Member
1712,500.0,[3072.],[20.071285],[0.47654703],[0.05599326],Member
1713,500.0,[3072.],[44.260696],[1.0705662],[0.10140663],Member
1714,500.0,[3072.],[20.371569],[0.48165613],[0.04940534],Member
1715,500.0,[3072.],[33.471367],[0.811985],[0.07473081],Member
1716,500.0,[3070.],[36.56695],[0.8546657],[0.10042727],Member
1717,500.0,[3072.],[36.12887],[0.89146507],[0.08187805],Member
1718,500.0,[3069.],[17.207563],[0.4279241],[0.04278091],Member
1719,500.0,[3071.],[25.096115],[0.60807735],[0.06036565],Member
1720,500.0,[3072.],[50.997227],[1.2336899],[0.11194614],Member
1721,500.0,[3072.],[42.264427],[1.0024133],[0.09793067],Member
1722,500.0,[3072.],[34.848946],[0.87038803],[0.08232628],Member
1723,500.0,[2937.],[68.94954],[1.7127143],[0.13932213],Member
1724,500.0,[3072.],[35.946938],[0.88331825],[0.08902159],Member
1725,500.0,[3072.],[35.440605],[0.85272115],[0.08168325],Member
1726,500.0,[3072.],[42.399994],[1.0042866],[0.09097818],Member
1727,500.0,[3058.],[65.149765],[1.5287391],[0.13703454],Member
1728,500.0,[3071.],[27.688023],[0.68787354],[0.07110637],Member
1729,500.0,[3072.],[35.769005],[0.8610966],[0.08078018],Member
1730,500.0,[3072.],[39.81235],[0.94536495],[0.07899791],Member
1731,500.0,[3070.],[44.636093],[1.0530133],[0.09591588],Member
1732,500.0,[3072.],[30.828444],[0.72536796],[0.08960086],Member
1733,500.0,[3012.],[17.68729],[0.4506787],[0.04755762],Member
1734,500.0,[3071.],[27.066315],[0.6551578],[0.06052381],Member
1735,500.0,[3070.],[32.64522],[0.77243316],[0.06544524],Member
1736,500.0,[3072.],[47.05809],[1.1412698],[0.1001662],Member
1737,500.0,[3072.],[32.40411],[0.79209316],[0.13208729],Member
1738,500.0,[3072.],[25.394556],[0.62994546],[0.07920295],Member
1739,500.0,[3071.],[63.898235],[1.5264316],[0.1385544],Member
1740,500.0,[3072.],[60.891434],[1.5290146],[0.18595996],Member
1741,500.0,[3072.],[32.285088],[0.7856094],[0.06738403],Member
1742,500.0,[3072.],[55.339706],[1.4174037],[0.23871472],Member
1743,500.0,[3072.],[45.464943],[1.0774673],[0.08188936],Member
1744,500.0,[3072.],[36.482372],[0.9490856],[0.11018176],Member
1745,500.0,[3069.],[72.18141],[1.7493296],[0.15941483],Member
1746,500.0,[3072.],[32.17402],[0.76111704],[0.06968048],Member
1747,500.0,[3072.],[3.9338799],[0.09084234],[0.00701973],Member
1748,500.0,[0.],[0.],[0.],[0.],Member
1749,500.0,[3072.],[76.149414],[1.8170605],[0.16709852],Member
1750,500.0,[0.],[0.],[0.],[0.],Member
1751,500.0,[3067.],[8.821831],[0.2069522],[0.01884617],Member
1752,500.0,[3070.],[2.766561],[0.06387434],[0.00650588],Member
1753,500.0,[3072.],[22.962383],[0.56000966],[0.05693875],Non-member
1754,500.0,[3072.],[21.432652],[0.50782585],[0.04293215],Non-member
1755,500.0,[0.],[0.],[0.],[0.],Non-member
1756,500.0,[3072.],[17.28339],[0.41147256],[0.03951937],Non-member
1757,500.0,[3072.],[69.0856],[1.7193829],[0.22126114],Non-member
1758,500.0,[0.],[0.],[0.],[0.],Non-member
1759,500.0,[0.],[0.],[0.],[0.],Non-member
1760,500.0,[0.],[0.],[0.],[0.],Non-member
1761,500.0,[0.],[0.],[0.],[0.],Non-member
1762,500.0,[3072.],[78.43282],[1.937096],[0.31428307],Non-member
1763,500.0,[0.],[0.],[0.],[0.],Non-member
1764,500.0,[0.],[0.],[0.],[0.],Non-member
1765,500.0,[0.],[0.],[0.],[0.],Non-member
1766,500.0,[3072.],[17.107054],[0.40566522],[0.03467374],Non-member
1767,500.0,[3072.],[34.320805],[0.83789307],[0.07557818],Non-member
1768,500.0,[3072.],[10.70113],[0.25284663],[0.02788423],Non-member
1769,500.0,[3072.],[22.613066],[0.5339532],[0.05000591],Non-member
1770,500.0,[0.],[0.],[0.],[0.],Non-member
1771,500.0,[3072.],[55.386032],[1.3133289],[0.11230822],Non-member
1772,500.0,[0.],[0.],[0.],[0.],Non-member
1773,500.0,[0.],[0.],[0.],[0.],Non-member
1774,500.0,[0.],[0.],[0.],[0.],Non-member
1775,500.0,[0.],[0.],[0.],[0.],Non-member
1776,500.0,[3072.],[9.335463],[0.21660906],[0.01930581],Non-member
1777,500.0,[0.],[0.],[0.],[0.],Non-member
1778,500.0,[0.],[0.],[0.],[0.],Non-member
1779,500.0,[3070.],[26.662817],[0.63771737],[0.05073071],Non-member
1780,500.0,[3071.],[12.825128],[0.30465323],[0.02559328],Non-member
1781,500.0,[2968.],[11.778185],[0.2876424],[0.02879316],Non-member
1782,500.0,[3072.],[11.0177765],[0.26080194],[0.02311948],Non-member
1783,500.0,[0.],[0.],[0.],[0.],Non-member
1784,500.0,[3072.],[46.325233],[1.079384],[0.074224],Non-member
1785,500.0,[3072.],[12.367746],[0.2988596],[0.03672534],Non-member
1786,500.0,[3072.],[2.547821],[0.05867917],[0.00505757],Non-member
1787,500.0,[3072.],[25.556164],[0.63218576],[0.07002845],Non-member
1788,500.0,[0.],[0.],[0.],[0.],Non-member
1789,500.0,[0.],[0.],[0.],[0.],Non-member
1790,500.0,[3072.],[14.881832],[0.35907415],[0.03687811],Non-member
1791,500.0,[0.],[0.],[0.],[0.],Non-member
1792,500.0,[3072.],[12.0297165],[0.28680882],[0.02370584],Non-member
1793,500.0,[0.],[0.],[0.],[0.],Non-member
1794,500.0,[3072.],[0.62483424],[0.01419683],[0.00092962],Non-member
1795,500.0,[0.],[0.],[0.],[0.],Non-member
1796,500.0,[3072.],[11.595801],[0.27986598],[0.02691156],Non-member
1797,500.0,[3072.],[2.6801147],[0.060835],[0.00407803],Non-member
1798,500.0,[3072.],[25.267048],[0.6199532],[0.06310193],Non-member
1799,500.0,[0.],[0.],[0.],[0.],Non-member
1800,500.0,[0.],[0.],[0.],[0.],Non-member
1801,500.0,[3072.],[16.317493],[0.3869794],[0.03558172],Non-member
1802,500.0,[0.],[0.],[0.],[0.],Non-member
1803,500.0,[3072.],[54.21928],[1.3371024],[0.13790631],Non-member
1804,500.0,[0.],[0.],[0.],[0.],Non-member
1805,500.0,[0.],[0.],[0.],[0.],Non-member
1806,500.0,[0.],[0.],[0.],[0.],Non-member
1807,500.0,[3072.],[9.635459],[0.22727843],[0.02606347],Non-member
1808,500.0,[0.],[0.],[0.],[0.],Non-member
1809,500.0,[0.],[0.],[0.],[0.],Non-member
1810,500.0,[0.],[0.],[0.],[0.],Non-member
1811,500.0,[0.],[0.],[0.],[0.],Non-member
1812,500.0,[3058.],[23.012247],[0.5657238],[0.06015973],Non-member
1813,500.0,[3072.],[2.800551],[0.06507789],[0.00894748],Non-member
1814,500.0,[0.],[0.],[0.],[0.],Non-member
1815,500.0,[0.],[0.],[0.],[0.],Non-member
1816,500.0,[0.],[0.],[0.],[0.],Non-member
1817,500.0,[3067.],[21.06482],[0.507906],[0.05868053],Non-member
1818,500.0,[2985.],[30.236301],[0.7711764],[0.08089381],Non-member
1819,500.0,[0.],[0.],[0.],[0.],Non-member
1820,500.0,[3072.],[36.050888],[0.8558632],[0.07430154],Non-member
1821,500.0,[0.],[0.],[0.],[0.],Non-member
1822,500.0,[0.],[0.],[0.],[0.],Non-member
1823,500.0,[3072.],[11.274443],[0.2726895],[0.02552386],Non-member
1824,500.0,[0.],[0.],[0.],[0.],Non-member
1825,500.0,[0.],[0.],[0.],[0.],Non-member
1826,500.0,[0.],[0.],[0.],[0.],Non-member
1827,500.0,[0.],[0.],[0.],[0.],Non-member
1828,500.0,[3072.],[30.027615],[0.7038307],[0.06003255],Non-member
1829,500.0,[0.],[0.],[0.],[0.],Non-member
1830,500.0,[3072.],[6.975913],[0.16150716],[0.01406169],Non-member
1831,500.0,[0.],[0.],[0.],[0.],Non-member
1832,500.0,[3072.],[10.52609],[0.25007865],[0.02275515],Non-member
1833,500.0,[0.],[0.],[0.],[0.],Non-member
1834,500.0,[3072.],[25.463257],[0.6622687],[0.07756643],Non-member
1835,500.0,[0.],[0.],[0.],[0.],Non-member
1836,500.0,[0.],[0.],[0.],[0.],Non-member
1837,500.0,[0.],[0.],[0.],[0.],Non-member
1838,500.0,[0.],[0.],[0.],[0.],Non-member
1839,500.0,[3072.],[12.3173065],[0.29862463],[0.02552915],Non-member
1840,500.0,[0.],[0.],[0.],[0.],Non-member
1841,500.0,[3050.],[39.695534],[0.97213525],[0.09481162],Non-member
1842,500.0,[3072.],[18.1571],[0.4285639],[0.04294615],Non-member
1843,500.0,[3072.],[8.408409],[0.19721238],[0.01666567],Non-member
1844,500.0,[0.],[0.],[0.],[0.],Non-member
1845,500.0,[3072.],[2.1682873],[0.05019109],[0.00458089],Non-member
1846,500.0,[3072.],[1.0305887],[0.02342679],[0.00208977],Non-member
1847,500.0,[0.],[0.],[0.],[0.],Non-member
1848,500.0,[0.],[0.],[0.],[0.],Non-member
1849,500.0,[3072.],[22.879326],[0.54290307],[0.04537714],Non-member
1850,500.0,[0.],[0.],[0.],[0.],Non-member
1851,500.0,[3070.],[19.088316],[0.49155265],[0.08547863],Non-member
1852,500.0,[0.],[0.],[0.],[0.],Non-member
1853,500.0,[0.],[0.],[0.],[0.],Non-member
1854,500.0,[3065.],[109.93242],[2.721116],[0.28428203],Non-member
1855,500.0,[0.],[0.],[0.],[0.],Non-member
1856,500.0,[0.],[0.],[0.],[0.],Non-member
1857,500.0,[3072.],[13.849199],[0.33590463],[0.03618765],Non-member
1858,500.0,[0.],[0.],[0.],[0.],Non-member
1859,500.0,[0.],[0.],[0.],[0.],Non-member
1860,500.0,[3071.],[18.338179],[0.4341556],[0.03168637],Non-member
1861,500.0,[0.],[0.],[0.],[0.],Non-member
1862,500.0,[0.],[0.],[0.],[0.],Non-member
1863,500.0,[0.],[0.],[0.],[0.],Non-member
1864,500.0,[3072.],[26.101818],[0.6209495],[0.06275745],Non-member
1865,500.0,[0.],[0.],[0.],[0.],Non-member
1866,500.0,[3066.],[13.814119],[0.33677658],[0.03253835],Non-member
1867,500.0,[3066.],[44.511353],[1.091605],[0.12575528],Non-member
1868,500.0,[3072.],[18.918802],[0.44310206],[0.03808853],Non-member
1869,500.0,[0.],[0.],[0.],[0.],Non-member
1870,500.0,[0.],[0.],[0.],[0.],Non-member
1871,500.0,[0.],[0.],[0.],[0.],Non-member
1872,500.0,[0.],[0.],[0.],[0.],Non-member
1873,500.0,[0.],[0.],[0.],[0.],Non-member
1874,500.0,[0.],[0.],[0.],[0.],Non-member
1875,500.0,[3072.],[27.509262],[0.6538856],[0.06653401],Non-member
1876,500.0,[0.],[0.],[0.],[0.],Non-member
1877,500.0,[3072.],[5.262386],[0.12391108],[0.01237777],Non-member
1878,500.0,[0.],[0.],[0.],[0.],Non-member
1879,500.0,[3072.],[20.145676],[0.48156393],[0.06374034],Non-member
1880,500.0,[0.],[0.],[0.],[0.],Non-member
1881,500.0,[0.],[0.],[0.],[0.],Non-member
1882,500.0,[0.],[0.],[0.],[0.],Non-member
1883,500.0,[3072.],[43.9563],[1.0712178],[0.10029565],Non-member
1884,500.0,[3068.],[2.7231243],[0.06221042],[0.00428015],Non-member
1885,500.0,[3063.],[53.20702],[1.300983],[0.13183026],Non-member
1886,500.0,[0.],[0.],[0.],[0.],Non-member
1887,500.0,[0.],[0.],[0.],[0.],Non-member
1888,500.0,[0.],[0.],[0.],[0.],Non-member
1889,500.0,[0.],[0.],[0.],[0.],Non-member
1890,500.0,[0.],[0.],[0.],[0.],Non-member
1891,500.0,[0.],[0.],[0.],[0.],Non-member
1892,500.0,[3072.],[20.49626],[0.5009241],[0.05909601],Non-member
1893,500.0,[0.],[0.],[0.],[0.],Non-member
1894,500.0,[3072.],[15.254858],[0.3581134],[0.03544164],Non-member
1895,500.0,[0.],[0.],[0.],[0.],Non-member
1896,500.0,[0.],[0.],[0.],[0.],Non-member
1897,500.0,[0.],[0.],[0.],[0.],Non-member
1898,500.0,[0.],[0.],[0.],[0.],Non-member
1899,500.0,[0.],[0.],[0.],[0.],Non-member
1900,500.0,[0.],[0.],[0.],[0.],Non-member
1901,500.0,[0.],[0.],[0.],[0.],Non-member
1902,500.0,[0.],[0.],[0.],[0.],Non-member
1903,500.0,[3072.],[17.562832],[0.4115293],[0.0452891],Non-member
1904,500.0,[0.],[0.],[0.],[0.],Non-member
1905,500.0,[0.],[0.],[0.],[0.],Non-member
1906,500.0,[0.],[0.],[0.],[0.],Non-member
1907,500.0,[3072.],[43.949608],[1.12313],[0.16838536],Non-member
1908,500.0,[3069.],[31.230743],[0.75566906],[0.08754942],Non-member
1909,500.0,[0.],[0.],[0.],[0.],Non-member
1910,500.0,[0.],[0.],[0.],[0.],Non-member
1911,500.0,[0.],[0.],[0.],[0.],Non-member
1912,500.0,[0.],[0.],[0.],[0.],Non-member
1913,500.0,[3071.],[11.206541],[0.26228666],[0.01932431],Non-member
1914,500.0,[0.],[0.],[0.],[0.],Non-member
1915,500.0,[0.],[0.],[0.],[0.],Non-member
1916,500.0,[0.],[0.],[0.],[0.],Non-member
1917,500.0,[3072.],[49.226013],[1.176026],[0.09633231],Non-member
1918,500.0,[0.],[0.],[0.],[0.],Non-member
1919,500.0,[3072.],[9.475718],[0.21965235],[0.01571],Non-member
1920,500.0,[3072.],[3.2744994],[0.07567792],[0.00640041],Non-member
1921,500.0,[0.],[0.],[0.],[0.],Non-member
1922,500.0,[3072.],[16.979551],[0.41116476],[0.0356971],Non-member
1923,500.0,[0.],[0.],[0.],[0.],Non-member
1924,500.0,[3070.],[66.78116],[1.7306712],[0.21960783],Non-member
1925,500.0,[3072.],[17.54964],[0.41937202],[0.03549728],Non-member
1926,500.0,[3072.],[17.083149],[0.39958766],[0.03665125],Non-member
1927,500.0,[3072.],[0.7403268],[0.01678382],[0.00111651],Non-member
1928,500.0,[3071.],[5.1478024],[0.12021877],[0.01055971],Non-member
1929,500.0,[3069.],[15.558156],[0.37943223],[0.04466224],Non-member
1930,500.0,[0.],[0.],[0.],[0.],Non-member
1931,500.0,[3071.],[22.457016],[0.54529876],[0.05341503],Non-member
1932,500.0,[0.],[0.],[0.],[0.],Non-member
1933,500.0,[3070.],[19.667797],[0.47785392],[0.0463066],Non-member
1934,500.0,[0.],[0.],[0.],[0.],Non-member
1935,500.0,[0.],[0.],[0.],[0.],Non-member
1936,100.0,[3072.],[45.719563],[1.1141326],[0.10708886],Member
1937,100.0,[3068.],[51.230637],[1.2240994],[0.1149413],Member
1938,100.0,[3072.],[47.19483],[1.1106445],[0.09212205],Member
1939,100.0,[3072.],[31.727865],[0.7795465],[0.08228868],Member
1940,100.0,[3067.],[50.92861],[1.2571671],[0.13847086],Member
1941,100.0,[3072.],[55.03928],[1.2979467],[0.10568103],Member
1942,100.0,[3072.],[49.66774],[1.1750734],[0.09615165],Member
1943,100.0,[3072.],[42.191883],[1.0177525],[0.0820778],Member
1944,100.0,[3072.],[41.140984],[0.98240465],[0.08453602],Member
1945,100.0,[3072.],[45.73887],[1.1066364],[0.09944403],Member
1946,100.0,[3072.],[41.906338],[0.9929775],[0.08043045],Member
1947,100.0,[3072.],[64.64765],[1.5579073],[0.12674057],Member
1948,100.0,[3072.],[49.770325],[1.206431],[0.08582672],Member
1949,100.0,[3072.],[53.910007],[1.2796108],[0.09683025],Member
1950,100.0,[3072.],[29.146238],[0.6907453],[0.05309755],Member
1951,100.0,[3072.],[44.142006],[1.0716927],[0.08813575],Member
1952,100.0,[3072.],[50.749153],[1.2187189],[0.10202572],Member
1953,100.0,[3072.],[37.128178],[0.8643864],[0.06219965],Member
1954,100.0,[3072.],[59.056755],[1.425921],[0.13017511],Member
1955,100.0,[3072.],[73.93077],[1.7376131],[0.16750158],Member
1956,100.0,[3071.],[48.43017],[1.1477588],[0.08692241],Member
1957,100.0,[3072.],[48.487736],[1.1337539],[0.09265262],Member
1958,100.0,[3072.],[53.277664],[1.2534828],[0.1027604],Member
1959,100.0,[3072.],[54.957134],[1.3096313],[0.10921362],Member
1960,100.0,[3070.],[42.828415],[1.0215182],[0.09702569],Member
1961,100.0,[3072.],[46.917957],[1.1318041],[0.11272401],Member
1962,100.0,[3072.],[37.164772],[0.8814009],[0.0674004],Member
1963,100.0,[3072.],[53.708706],[1.2767036],[0.09875831],Member
1964,100.0,[3072.],[41.855293],[1.0170139],[0.09283251],Member
1965,100.0,[3072.],[57.016766],[1.3780032],[0.15744299],Member
1966,100.0,[3072.],[49.88647],[1.1832108],[0.11277205],Member
1967,100.0,[3072.],[56.918953],[1.3398252],[0.12297386],Member
1968,100.0,[3069.],[44.770638],[1.0885293],[0.10968447],Member
1969,100.0,[3072.],[42.502666],[0.9991172],[0.08160149],Member
1970,100.0,[2838.],[78.0341],[2.187071],[0.26131886],Member
1971,100.0,[3072.],[38.06892],[0.90732825],[0.08000296],Member
1972,100.0,[3072.],[45.237137],[1.0897007],[0.09379214],Member
1973,100.0,[3071.],[66.758026],[1.6271367],[0.17129898],Member
1974,100.0,[3072.],[46.038227],[1.1214678],[0.12186596],Member
1975,100.0,[3072.],[42.59085],[1.0266823],[0.08520883],Member
1976,100.0,[3057.],[68.81404],[1.6820118],[0.12860769],Member
1977,100.0,[3072.],[59.477043],[1.4161795],[0.12527958],Member
1978,100.0,[3071.],[54.811317],[1.3205209],[0.12239367],Member
1979,100.0,[3072.],[38.564693],[0.91311157],[0.07602289],Member
1980,100.0,[3072.],[50.13899],[1.2039387],[0.09996402],Member
1981,100.0,[3068.],[46.129738],[1.09714],[0.09669179],Member
1982,100.0,[3072.],[45.742023],[1.1238649],[0.11749324],Member
1983,100.0,[3072.],[55.55828],[1.300431],[0.10087691],Member
1984,100.0,[3072.],[47.516556],[1.1319278],[0.09105189],Member
1985,100.0,[3064.],[66.09448],[1.590041],[0.15390068],Member
1986,100.0,[3072.],[62.532227],[1.4717917],[0.11062852],Member
1987,100.0,[3072.],[49.833946],[1.1903447],[0.1031062],Member
1988,100.0,[3072.],[47.03708],[1.1321927],[0.13697326],Member
1989,100.0,[3072.],[53.233147],[1.2625993],[0.1053839],Member
1990,100.0,[3037.],[52.080627],[1.2618436],[0.11598498],Member
1991,100.0,[3072.],[55.595276],[1.3232477],[0.10610818],Member
1992,100.0,[3072.],[105.23212],[2.5197332],[0.31656316],Member
1993,100.0,[3072.],[56.087296],[1.3287885],[0.1245378],Member
1994,100.0,[3071.],[38.174355],[0.9123919],[0.07735795],Member
1995,100.0,[3069.],[54.47338],[1.2840072],[0.1080171],Member
1996,100.0,[3072.],[60.045883],[1.4417601],[0.12515676],Member
1997,100.0,[3072.],[51.97651],[1.2574527],[0.12665224],Member
1998,100.0,[3071.],[52.233147],[1.2580369],[0.13171804],Member
1999,100.0,[3072.],[49.680527],[1.1948025],[0.11279923],Member
2000,100.0,[3051.],[50.186756],[1.2102205],[0.09918559],Member
2001,100.0,[3070.],[40.774784],[0.9840046],[0.11371151],Member
2002,100.0,[3072.],[47.55688],[1.1399529],[0.09900552],Member
2003,100.0,[3060.],[40.15708],[1.0023639],[0.09456053],Member
2004,100.0,[3071.],[34.229767],[0.83257926],[0.07747142],Member
2005,100.0,[3072.],[47.879173],[1.1212819],[0.07694435],Member
2006,100.0,[3072.],[54.541737],[1.3116188],[0.10779667],Member
2007,100.0,[3072.],[49.50126],[1.196549],[0.11595728],Member
2008,100.0,[3058.],[37.968544],[0.9212808],[0.07486907],Member
2009,100.0,[3072.],[39.168785],[0.9239372],[0.07620692],Member
2010,100.0,[3071.],[73.77897],[1.7720746],[0.1442931],Member
2011,100.0,[3066.],[62.64425],[1.4928926],[0.13157344],Member
2012,100.0,[3072.],[48.696877],[1.1764482],[0.12536347],Member
2013,100.0,[3072.],[38.60131],[0.90819424],[0.07273853],Member
2014,100.0,[3072.],[54.20038],[1.2760085],[0.1155417],Member
2015,100.0,[3070.],[43.59664],[1.0464457],[0.09796199],Member
2016,100.0,[3072.],[54.906292],[1.3447334],[0.12972888],Member
2017,100.0,[3072.],[44.361526],[1.0761467],[0.10742652],Member
2018,100.0,[3072.],[31.146927],[0.74198335],[0.0649119],Member
2019,100.0,[3072.],[66.8769],[1.5962288],[0.12364966],Member
2020,100.0,[3072.],[55.97313],[1.3131206],[0.1333695],Member
2021,100.0,[3072.],[51.489605],[1.2303983],[0.09947208],Member
2022,100.0,[3068.],[78.47827],[1.9262149],[0.17853527],Member
2023,100.0,[3072.],[16.50568],[0.38773036],[0.03617042],Member
2024,100.0,[3072.],[65.18401],[1.5474626],[0.15021415],Member
2025,100.0,[0.],[0.],[0.],[0.],Member
2026,100.0,[0.],[0.],[0.],[0.],Member
2027,100.0,[0.],[0.],[0.],[0.],Non-member
2028,100.0,[3071.],[1.6145504],[0.03642892],[0.00275251],Non-member
2029,100.0,[0.],[0.],[0.],[0.],Non-member
2030,100.0,[3070.],[16.833035],[0.4073632],[0.04014484],Non-member
2031,100.0,[3071.],[3.269399],[0.07595575],[0.00512546],Non-member
2032,100.0,[0.],[0.],[0.],[0.],Non-member
2033,100.0,[0.],[0.],[0.],[0.],Non-member
2034,100.0,[0.],[0.],[0.],[0.],Non-member
2035,100.0,[3072.],[3.0795927],[0.07113762],[0.00548014],Non-member
2036,100.0,[0.],[0.],[0.],[0.],Non-member
2037,100.0,[0.],[0.],[0.],[0.],Non-member
2038,100.0,[3072.],[6.7210503],[0.1555726],[0.01288211],Non-member
2039,100.0,[3052.],[14.285261],[0.33029002],[0.02605817],Non-member
2040,100.0,[0.],[0.],[0.],[0.],Non-member
2041,100.0,[0.],[0.],[0.],[0.],Non-member
2042,100.0,[3072.],[3.4400868],[0.07900605],[0.00608423],Non-member
2043,100.0,[0.],[0.],[0.],[0.],Non-member
2044,100.0,[3072.],[5.2953315],[0.12269158],[0.00814599],Non-member
2045,100.0,[3064.],[26.51424],[0.63100785],[0.05724248],Non-member
2046,100.0,[0.],[0.],[0.],[0.],Non-member
2047,100.0,[3069.],[16.668694],[0.39879128],[0.03721732],Non-member
2048,100.0,[3072.],[34.614334],[0.8290108],[0.06839281],Non-member
2049,100.0,[0.],[0.],[0.],[0.],Non-member
2050,100.0,[3069.],[15.252272],[0.36941913],[0.03600702],Non-member
2051,100.0,[0.],[0.],[0.],[0.],Non-member
2052,100.0,[0.],[0.],[0.],[0.],Non-member
2053,100.0,[0.],[0.],[0.],[0.],Non-member
2054,100.0,[0.],[0.],[0.],[0.],Non-member
2055,100.0,[0.],[0.],[0.],[0.],Non-member
2056,100.0,[3072.],[6.8560977],[0.15765332],[0.01311183],Non-member
2057,100.0,[0.],[0.],[0.],[0.],Non-member
2058,100.0,[0.],[0.],[0.],[0.],Non-member
2059,100.0,[3072.],[24.433388],[0.57416767],[0.04281312],Non-member
2060,100.0,[3065.],[7.0218744],[0.16478631],[0.01277447],Non-member
2061,100.0,[0.],[0.],[0.],[0.],Non-member
2062,100.0,[0.],[0.],[0.],[0.],Non-member
2063,100.0,[3072.],[14.371536],[0.34044358],[0.0239097],Non-member
2064,100.0,[3072.],[55.03142],[1.3014401],[0.1152066],Non-member
2065,100.0,[3068.],[21.8671],[0.5203766],[0.04934934],Non-member
2066,100.0,[3069.],[1.866863],[0.04218805],[0.0025959],Non-member
2067,100.0,[0.],[0.],[0.],[0.],Non-member
2068,100.0,[0.],[0.],[0.],[0.],Non-member
2069,100.0,[0.],[0.],[0.],[0.],Non-member
2070,100.0,[0.],[0.],[0.],[0.],Non-member
2071,100.0,[0.],[0.],[0.],[0.],Non-member
2072,100.0,[0.],[0.],[0.],[0.],Non-member
2073,100.0,[0.],[0.],[0.],[0.],Non-member
2074,100.0,[3072.],[8.314979],[0.19534276],[0.01531997],Non-member
2075,100.0,[0.],[0.],[0.],[0.],Non-member
2076,100.0,[0.],[0.],[0.],[0.],Non-member
2077,100.0,[3072.],[1.4210505],[0.03223512],[0.00242774],Non-member
2078,100.0,[0.],[0.],[0.],[0.],Non-member
2079,100.0,[0.],[0.],[0.],[0.],Non-member
2080,100.0,[0.],[0.],[0.],[0.],Non-member
2081,100.0,[0.],[0.],[0.],[0.],Non-member
2082,100.0,[0.],[0.],[0.],[0.],Non-member
2083,100.0,[0.],[0.],[0.],[0.],Non-member
2084,100.0,[0.],[0.],[0.],[0.],Non-member
2085,100.0,[3072.],[9.290552],[0.21592171],[0.01564169],Non-member
2086,100.0,[0.],[0.],[0.],[0.],Non-member
2087,100.0,[0.],[0.],[0.],[0.],Non-member
2088,100.0,[0.],[0.],[0.],[0.],Non-member
2089,100.0,[3072.],[9.717487],[0.22853293],[0.02219388],Non-member
2090,100.0,[0.],[0.],[0.],[0.],Non-member
2091,100.0,[0.],[0.],[0.],[0.],Non-member
2092,100.0,[3069.],[4.795473],[0.11182058],[0.00909616],Non-member
2093,100.0,[0.],[0.],[0.],[0.],Non-member
2094,100.0,[3072.],[2.1879058],[0.05030706],[0.00369164],Non-member
2095,100.0,[3071.],[8.34116],[0.19884431],[0.01769912],Non-member
2096,100.0,[0.],[0.],[0.],[0.],Non-member
2097,100.0,[0.],[0.],[0.],[0.],Non-member
2098,100.0,[0.],[0.],[0.],[0.],Non-member
2099,100.0,[3072.],[9.275625],[0.21648589],[0.01832104],Non-member
2100,100.0,[0.],[0.],[0.],[0.],Non-member
2101,100.0,[0.],[0.],[0.],[0.],Non-member
2102,100.0,[0.],[0.],[0.],[0.],Non-member
2103,100.0,[0.],[0.],[0.],[0.],Non-member
2104,100.0,[3072.],[4.3638363],[0.10101993],[0.00655906],Non-member
2105,100.0,[0.],[0.],[0.],[0.],Non-member
2106,100.0,[0.],[0.],[0.],[0.],Non-member
2107,100.0,[0.],[0.],[0.],[0.],Non-member
2108,100.0,[0.],[0.],[0.],[0.],Non-member
2109,100.0,[0.],[0.],[0.],[0.],Non-member
2110,100.0,[0.],[0.],[0.],[0.],Non-member
2111,100.0,[3066.],[5.404935],[0.12575565],[0.00916004],Non-member
2112,100.0,[0.],[0.],[0.],[0.],Non-member
2113,100.0,[3069.],[17.80061],[0.4319506],[0.05699274],Non-member
2114,100.0,[0.],[0.],[0.],[0.],Non-member
2115,100.0,[3072.],[2.8853827],[0.06612682],[0.00508785],Non-member
2116,100.0,[0.],[0.],[0.],[0.],Non-member
2117,100.0,[0.],[0.],[0.],[0.],Non-member
